날짜,지점,평균기온,최저기온,최고기온
01-01-78,101,0.8,-1,2.3
01-02-78,101,-1.1,-2,0.6
01-03-78,101,-4.7,-9.2,-1
01-04-78,101,-5.7,-10.4,-1
01-05-78,101,-4.9,-10.2,0.2
01-06-78,101,-0.1,-9.4,7.1
01-07-78,101,1.6,-3.4,6.5
01-08-78,101,0.4,-4,5.2
01-09-78,101,-4.2,-8,0
01-10-78,101,-6.9,-11.8,-1.5
01-11-78,101,-3.1,-8.5,1.6
01-12-78,101,-0.9,-5.8,6.4
01-13-78,101,-3.2,-5.8,-0.2
01-14-78,101,-2.4,-5.1,1
01-15-78,101,-0.8,-8,3.4
01-16-78,101,-7.7,-12,-3.4
01-17-78,101,-6.2,-11.9,1.2
01-18-78,101,-6.1,-10.2,-0.5
01-19-78,101,-5.5,-11.4,0.9
01-20-78,101,-5.7,-11,-0.8
01-21-78,101,-6,-12.4,-1.6
01-22-78,101,-11.5,-17.4,-3
01-23-78,101,-6.6,-13.2,0.8
01-24-78,101,-1.6,-8.2,7.6
01-25-78,101,-2.5,-8.4,6.5
01-26-78,101,-2,-3.8,1.5
01-27-78,101,-1.8,-4.3,1.4
01-28-78,101,-4.5,-10,2
01-29-78,101,-3.8,-9.4,1.8
01-30-78,101,-8.7,-12.2,-4.2
01-31-78,101,-10.4,-16.3,-4.6
02-01-78,101,-11.6,-15.8,-8.5
02-02-78,101,-10.9,-17.5,-3.7
02-03-78,101,-9.3,-16.3,-2.4
02-04-78,101,-8.3,-12.1,-3
02-05-78,101,-4.4,-10.8,1.9
02-06-78,101,-1.4,-5.5,2.7
02-07-78,101,-0.9,-6,2.4
02-08-78,101,-3.1,-6.3,0.6
02-09-78,101,-1.5,-5.8,1.6
02-10-78,101,0.9,0.2,1.9
02-11-78,101,-0.6,-2.3,1.6
02-12-78,101,-1.5,-4.4,2
02-13-78,101,-4.3,-9.2,1.3
02-14-78,101,-7.5,-11,-4.6
02-15-78,101,-10.2,-15.8,-3.8
02-16-78,101,-9.2,-15.5,-1.8
02-17-78,101,-8.1,-14.2,-1.6
02-18-78,101,-6.7,-13.6,0.6
02-19-78,101,-2.8,-5.4,0.1
02-20-78,101,-3.9,-10.6,1.8
02-21-78,101,-1.8,-8.9,5.3
02-22-78,101,-0.3,-6,5.3
02-23-78,101,0.8,-4.7,7.5
02-24-78,101,0.9,-4.8,9.5
02-25-78,101,1.9,-2,8
02-26-78,101,2.3,-4.6,7.2
02-27-78,101,3.4,-0.1,9.7
02-28-78,101,0.1,-6,5
03-01-78,101,-7.7,-16.2,1
03-02-78,101,-0.5,-6,4.2
03-03-78,101,1.3,0.3,2.1
03-04-78,101,1.5,-3,8
03-05-78,101,1,-4.3,9.4
03-06-78,101,3,-2.9,12.8
03-07-78,101,4.9,-1.6,14.4
03-08-78,101,6.1,0.3,15.3
03-09-78,101,4.5,0.8,7.4
03-10-78,101,-0.8,-4.5,2.2
03-11-78,101,-3,-8,2.4
03-12-78,101,-3.4,-7.1,0.2
03-13-78,101,-1.1,-5.8,3.9
03-14-78,101,-0.4,-5.4,6.7
03-15-78,101,1.6,-3.8,7.3
03-16-78,101,2.9,-3.5,10.6
03-17-78,101,3.3,-2.8,11.2
03-18-78,101,4.7,-0.9,12.3
03-19-78,101,5.2,-0.1,12.8
03-20-78,101,4.3,-2.2,14.1
03-21-78,101,5.5,0.6,12.4
03-22-78,101,1.9,-0.5,4
03-23-78,101,3.7,-0.9,11.4
03-24-78,101,5,-2.8,13.2
03-25-78,101,4.8,-1.6,12.8
03-26-78,101,8.7,1.2,18
03-27-78,101,10.7,1,20.5
03-28-78,101,11.3,4.7,16.6
03-29-78,101,6.4,-1.6,14.2
03-30-78,101,6.5,-0.7,13.7
03-31-78,101,7.7,1,13.4
04-01-78,101,6.4,-1.1,16
04-02-78,101,4.8,0.4,13.1
04-03-78,101,6.9,3.2,12
04-04-78,101,6.5,-2.2,15.7
04-05-78,101,7.7,0.5,16.5
04-06-78,101,7,3,11.2
04-07-78,101,7.7,-1.4,15.5
04-08-78,101,11.7,2.8,19
04-09-78,101,13.2,6.9,19.8
04-10-78,101,12.9,4.1,23.5
04-11-78,101,9.3,7,11.8
04-12-78,101,10.2,7.5,14.8
04-13-78,101,11.4,3.9,19.2
04-14-78,101,15.2,5.3,25.3
04-15-78,101,12.3,7.4,20.3
04-16-78,101,10,7,14.6
04-17-78,101,9.9,2.4,17.4
04-18-78,101,11.5,5.3,20.3
04-19-78,101,9.6,4.2,12.2
04-20-78,101,9.7,1.3,16.2
04-21-78,101,10.8,1.3,18.7
04-22-78,101,11.6,0.9,21.2
04-23-78,101,12.7,3.1,22
04-24-78,101,12,2.3,19.6
04-25-78,101,11.7,3.2,22.3
04-26-78,101,12.4,2.7,21.5
04-27-78,101,16.2,7.4,23.8
04-28-78,101,12.8,8.6,17.8
04-29-78,101,15.7,5.8,25
04-30-78,101,16.6,13.9,20.2
05-01-78,101,14.9,9.2,21
05-02-78,101,14.2,4.8,21.4
05-03-78,101,13.7,4.6,21.4
05-04-78,101,14.6,4.8,24.7
05-05-78,101,16.4,6.2,26.6
05-06-78,101,17.3,9,26.5
05-07-78,101,16.7,6,27
05-08-78,101,17.9,7.9,27.2
05-09-78,101,17.3,12.1,22.6
05-10-78,101,13.9,5.5,21.8
05-11-78,101,14.9,4.4,24.2
05-12-78,101,17.5,6.3,28.6
05-13-78,101,18.6,9.7,29.2
05-14-78,101,18,8,29.4
05-15-78,101,19.3,8.8,29.5
05-16-78,101,20.2,9.8,30.5
05-17-78,101,20.5,12.3,29.1
05-18-78,101,18.3,13.2,21.6
05-19-78,101,15.6,12.5,20.1
05-20-78,101,15.5,12.4,18.8
05-21-78,101,19.8,13.8,27.2
05-22-78,101,20.7,13.2,30
05-23-78,101,21.9,14.2,29.3
05-24-78,101,20.2,16.4,25
05-25-78,101,21.1,14.6,29.6
05-26-78,101,21,13.5,29.3
05-27-78,101,22.1,14.5,29.9
05-28-78,101,23.4,17,32.1
05-29-78,101,18.5,12.5,25.8
05-30-78,101,15.4,10.2,21.4
05-31-78,101,15.9,8,25.2
06-01-78,101,18.2,9.5,27.2
06-02-78,101,17.6,10.6,24.4
06-03-78,101,18.9,13.8,25.7
06-04-78,101,19.7,15,25.7
06-05-78,101,16.9,14.6,21.5
06-06-78,101,18.8,12,26.3
06-07-78,101,20.6,13.3,29.1
06-08-78,101,21.7,14.2,30.1
06-09-78,101,20.8,15,29.5
06-10-78,101,23.7,18.6,29.9
06-11-78,101,24.7,20.3,28.6
06-12-78,101,21.6,16.4,26.8
06-13-78,101,21.5,17.6,26.9
06-14-78,101,20.8,15.3,25.8
06-15-78,101,22.4,19.4,27.2
06-16-78,101,22.7,16.4,31.5
06-17-78,101,24.7,19.4,31.3
06-18-78,101,22.1,17.6,26.8
06-19-78,101,24.2,19,30.9
06-20-78,101,22.1,19.6,27.6
06-21-78,101,21.9,16.9,27.9
06-22-78,101,23.4,15.6,30.2
06-23-78,101,24.1,15.7,32.9
06-24-78,101,24.8,18.2,31.3
06-25-78,101,20.2,19.7,21.7
06-26-78,101,22.1,19.7,24.9
06-27-78,101,24.4,22.2,26.5
06-28-78,101,23.8,19.8,28.1
06-29-78,101,22.6,20.8,24.6
06-30-78,101,22.1,21.3,23.2
07-01-78,101,24,21,29.1
07-02-78,101,24.7,23.2,26.2
07-03-78,101,26.6,23.4,30.6
07-04-78,101,27.1,22.8,31.8
07-05-78,101,23.9,21,27.9
07-06-78,101,26.4,23.4,29.8
07-07-78,101,25.4,22.2,30.4
07-08-78,101,26.2,22.8,30.3
07-09-78,101,23.6,21.7,26.6
07-10-78,101,24.7,21.6,27.7
07-11-78,101,23.3,21.4,25.6
07-12-78,101,21.8,18.2,27.2
07-13-78,101,22.5,18,28.6
07-14-78,101,25.4,23,29.3
07-15-78,101,25.1,23.5,27.4
07-16-78,101,25.3,22.9,27.9
07-17-78,101,24.4,22.2,27.5
07-18-78,101,24.2,21.1,29.5
07-19-78,101,24.4,21.2,27.9
07-20-78,101,25,22.4,30.1
07-21-78,101,25.6,21.8,31.9
07-22-78,101,26.8,21.6,34
07-23-78,101,26.7,23.7,33.1
07-24-78,101,27.8,23.6,33.4
07-25-78,101,27.6,22.7,34.8
07-26-78,101,28.6,23.5,36.4
07-27-78,101,29.5,24.7,36.5
07-28-78,101,28.8,24.2,36
07-29-78,101,28.1,22.8,35.9
07-30-78,101,25.6,23.6,27.9
07-31-78,101,27.9,23.2,34.7
08-01-78,101,27.6,22.5,34.1
08-02-78,101,27.1,25.2,30.3
08-03-78,101,26.9,23.9,31.7
08-04-78,101,26.4,22.7,31.9
08-05-78,101,26.6,22,33.7
08-06-78,101,25.9,21.1,33.7
08-07-78,101,24.5,19.8,31.2
08-08-78,101,25.5,22.8,30.2
08-09-78,101,27.1,24.2,31.1
08-10-78,101,27.2,24.8,30.6
08-11-78,101,26.2,23.2,29.5
08-12-78,101,26.3,23,32.1
08-13-78,101,24.4,23.5,27.2
08-14-78,101,24.8,23,28.5
08-15-78,101,24.5,22.8,28.6
08-16-78,101,23.3,22.2,25.2
08-17-78,101,25,21.5,30.3
08-18-78,101,22.3,20.4,24.6
08-19-78,101,21.6,21.1,23
08-20-78,101,19.9,18.5,21.4
08-21-78,101,22.3,18.2,29.1
08-22-78,101,24.2,19.2,30.9
08-23-78,101,25,21,32
08-24-78,101,25.3,20.8,31.9
08-25-78,101,26.1,23.4,30.9
08-26-78,101,25.5,23.7,28.5
08-27-78,101,26.6,23,33.8
08-28-78,101,25.8,22.2,32.7
08-29-78,101,23,20.6,27.5
08-30-78,101,19.3,17.7,20.6
08-31-78,101,21.3,18,26
09-01-78,101,20.4,16,25.8
09-02-78,101,19.9,15.3,24.8
09-03-78,101,20.7,19.6,22.2
09-04-78,101,20.3,18.9,22
09-05-78,101,21.5,17.9,28.5
09-06-78,101,22.8,18.4,30.2
09-07-78,101,20.4,19,22
09-08-78,101,20,18.6,21.6
09-09-78,101,20.3,17.8,23.8
09-10-78,101,17.9,13.6,21.5
09-11-78,101,17,10.4,25.2
09-12-78,101,18.2,11.2,26
09-13-78,101,18,13.1,24.4
09-14-78,101,18.7,12.9,23.8
09-15-78,101,20.6,15.8,27.2
09-16-78,101,21.1,15.7,28.9
09-17-78,101,18,13.4,25.2
09-18-78,101,17.1,13.6,22
09-19-78,101,16.2,11.6,22.6
09-20-78,101,16.2,9.6,24.6
09-21-78,101,15.7,12,23
09-22-78,101,15.1,10.6,22.3
09-23-78,101,16.9,12.2,25.4
09-24-78,101,18.3,13,26.9
09-25-78,101,18.8,14.6,26.2
09-26-78,101,20.1,15.8,27.3
09-27-78,101,19.3,14.8,27.1
09-28-78,101,17.2,14.4,20.4
09-29-78,101,19.4,14.9,27.2
09-30-78,101,19.3,14,27
10-01-78,101,18.9,15.2,26.4
10-02-78,101,18.2,14.8,25
10-03-78,101,18.4,15.6,22.6
10-04-78,101,19,14,24.7
10-05-78,101,16,11.5,21.6
10-06-78,101,15,10.6,20.9
10-07-78,101,13.3,7.1,21.6
10-08-78,101,12.9,7.3,20.2
10-09-78,101,13,8.7,18.9
10-10-78,101,10.3,2.5,17.9
10-11-78,101,10.3,4.5,19
10-12-78,101,7.4,-0.9,17.1
10-13-78,101,9.8,1.2,19.1
10-14-78,101,10.8,5.5,18.2
10-15-78,101,12,7.2,20.7
10-16-78,101,11.4,4.3,21
10-17-78,101,11.6,6.5,20.4
10-18-78,101,11.8,6.4,20.4
10-19-78,101,13.2,8.3,19.7
10-20-78,101,13,6.8,18.5
10-21-78,101,8.9,2.3,18.6
10-22-78,101,7.1,1.9,14.2
10-23-78,101,10.3,2.4,20
10-24-78,101,14.2,11.3,20.5
10-25-78,101,15.1,8.2,22
10-26-78,101,13.9,6.3,21.7
10-27-78,101,11,8.1,15.7
10-28-78,101,7.5,4.4,9.3
10-29-78,101,6.1,2,12.7
10-30-78,101,6.5,0.5,16.1
10-31-78,101,9.4,4.5,17.2
11-01-78,101,7.1,2.5,14.2
11-02-78,101,8.8,3.5,15.4
11-03-78,101,7,1.7,16.4
11-04-78,101,7,1,17.1
11-05-78,101,7.3,1.3,16.2
11-06-78,101,7,2.7,15.2
11-07-78,101,8.7,1.7,19.4
11-08-78,101,11.3,6.1,18.2
